0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000001,4
0.000000,4
0.000000,4
0.000000,4
0.000000,4
0.000000,4
0.000000,4
0.000000,4
0.000001,4
0.000001,4
0.000002,8
0.000002,8
0.000002,8
0.000002,8
0.000002,8
0.000002,8
0.000002,8
0.000002,8
0.000001,8
0.000001,8
0.000011,16
0.000011,16
0.000011,16
0.000011,16
0.000011,16
0.000021,16
0.000011,16
0.000011,16
0.000011,16
0.000011,16
0.000090,32
0.000093,32
0.000083,32
0.000082,32
0.000090,32
0.000080,32
0.000080,32
0.000080,32
0.000089,32
0.000126,32
0.000771,64
0.000651,64
0.000651,64
0.000651,64
0.000731,64
0.000673,64
0.000745,64
0.000672,64
0.000671,64
0.000707,64
0.005642,128
0.005579,128
0.005768,128
0.005745,128
0.005518,128
0.005877,128
0.005513,128
0.005850,128
0.005769,128
0.005581,128
0.052188,256
0.051988,256
0.051888,256
0.051518,256
0.051709,256
0.051543,256
0.051707,256
0.051845,256
0.051495,256
0.051834,256
0.507020,512
0.504111,512
0.502049,512
0.529743,512
0.501028,512
0.502097,512
0.503490,512
0.502079,512
0.506688,512
0.504163,512
4.538722,1024
4.291473,1024
4.516302,1024
4.374630,1024
4.719557,1024
4.438999,1024
4.641680,1024
4.407959,1024
4.441451,1024
4.677313,1024
129.433279,2048
129.277802,2048
129.284817,2048
129.086884,2048
129.197444,2048
129.350999,2048
129.264250,2048
129.295723,2048
129.402601,2048
129.300820,2048
