0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000000,2
0.000004,4
0.000002,4
0.000002,4
0.000002,4
0.000002,4
0.000002,4
0.000002,4
0.000002,4
0.000002,4
0.000001,4
0.000020,8
0.000018,8
0.000008,8
0.000008,8
0.000008,8
0.000008,8
0.000008,8
0.000008,8
0.000008,8
0.000019,8
0.000080,16
0.000075,16
0.000078,16
0.000085,16
0.000065,16
0.000065,16
0.000065,16
0.000064,16
0.000065,16
0.000065,16
0.000546,32
0.000480,32
0.000563,32
0.000551,32
0.000502,32
0.000504,32
0.000463,32
0.000462,32
0.000508,32
0.000462,32
0.003675,64
0.003665,64
0.003493,64
0.003708,64
0.003465,64
0.003502,64
0.003710,64
0.003537,64
0.003637,64
0.003568,64
0.025342,128
0.025179,128
0.026475,128
0.025758,128
0.025333,128
0.024988,128
0.025727,128
0.025298,128
0.025283,128
0.025098,128
0.181311,256
0.178432,256
0.177075,256
0.177474,256
0.177025,256
0.177805,256
0.177944,256
0.178151,256
0.177858,256
0.178742,256
1.283374,512
1.246682,512
1.245898,512
1.251547,512
1.250288,512
1.250495,512
1.257037,512
1.255247,512
1.255382,512
1.259050,512
8.784102,1024
8.845725,1024
8.771100,1024
8.770184,1024
8.955977,1024
8.849161,1024
8.806902,1024
8.808937,1024
8.848900,1024
8.861383,1024
61.787123,2048
61.972599,2048
61.822434,2048
62.051331,2048
61.946171,2048
61.911404,2048
61.872671,2048
61.791260,2048
61.818110,2048
62.045588,2048
